run_name,dataset,protocol,recording_id,measurement_id,aggregation_unit,start_frame,end_frame,start_second,end_second,duration_seconds,predicted_hr_bpm,gt_hr_bpm,signed_error_bpm,absolute_error_bpm,absolute_percentage_error,waveform_pearson,snr_db,signal_samples,gt_signal_mean,gt_signal_std,prediction_signal_mean,prediction_signal_std,fft_bin_spacing_bpm,failure_type
UBFC_TO_PURE_CROSS,PURE,old,502,32,window,960,1200,32.0,40.0,8.0,150.0,52.5,97.5,97.5,185.71428571428572,0.23176385596624843,nan,240,-0.14539491652304104,0.8499884187372327,0.03346609993505962,0.8247107346488931,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,503,26,window,780,1020,26.0,34.0,8.0,150.0,52.5,97.5,97.5,185.71428571428572,0.29106516167654384,nan,240,-0.07377367717808199,0.9265269342509426,-0.010014419206014615,0.40721532507747643,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,202,5,window,150,390,5.0,13.0,8.0,180.0,90.0,90.0,90.0,100.0,0.1345710165625089,nan,240,-0.43201123075561804,1.071650365274402,-0.004410209162046585,0.689731116269326,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,704,33,window,990,1230,33.0,41.0,8.0,45.0,135.0,-90.0,90.0,66.66666666666666,0.1655256129292693,nan,240,-0.04792707280140203,1.0340824122557117,-0.011887844640886654,0.3216723252499526,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,702,21,window,630,870,21.0,29.0,8.0,60.0,142.5,-82.5,82.5,57.89473684210527,-0.3090345535971491,nan,240,-0.17178736237612877,0.8504323401044668,-0.0021121484777001007,0.801395591040633,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,702,22,window,660,900,22.0,30.0,8.0,60.0,142.5,-82.5,82.5,57.89473684210527,-0.19068339756032177,nan,240,-0.1593293340268121,0.8563095818571669,0.011183512424276525,0.7373564531527869,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,702,23,window,690,930,23.0,31.0,8.0,60.0,142.5,-82.5,82.5,57.89473684210527,-0.10412379215362885,nan,240,-0.2459900817599065,0.8442645903547759,-0.013264574650834268,0.8250987744307795,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,19,window,570,810,19.0,27.0,8.0,45.0,127.5,-82.5,82.5,64.70588235294117,-0.062413420281284916,nan,240,-0.17887988337682914,0.9335748646282552,-0.004465373753277374,0.11304207201597209,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,21,window,630,870,21.0,29.0,8.0,45.0,127.5,-82.5,82.5,64.70588235294117,-0.020043921643065284,nan,240,-0.047898337393742614,0.9688771970148635,0.008264857446667115,0.1714522721616429,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,37,window,1110,1350,37.0,45.0,8.0,52.5,135.0,-82.5,82.5,61.111111111111114,0.1294947463507233,nan,240,-0.1888369977621494,1.0184858362301958,0.011558724504872726,0.25574148272637454,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,38,window,1140,1380,38.0,46.0,8.0,52.5,135.0,-82.5,82.5,61.111111111111114,0.022011296256263847,nan,240,-0.16712899368794754,1.027561115773041,-0.005037579789462567,0.2662797240327656,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,40,window,1200,1440,40.0,48.0,8.0,52.5,135.0,-82.5,82.5,61.111111111111114,0.00892654532684423,nan,240,0.026460738188825366,1.087097441090503,0.022878662364583635,0.19839786546219607,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,43,window,1290,1530,43.0,51.0,8.0,45.0,127.5,-82.5,82.5,64.70588235294117,-0.07088990858717628,nan,240,-0.10468033069520936,1.067510471826863,0.00705258213661108,0.17649638093963538,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,45,window,1350,1590,45.0,53.0,8.0,45.0,127.5,-82.5,82.5,64.70588235294117,-0.06542871630819799,nan,240,0.12273878067384002,1.069764702461058,0.013502827127783761,0.26023579431862565,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,52,window,1560,1800,52.0,60.0,8.0,45.0,127.5,-82.5,82.5,64.70588235294117,0.012125917848325165,nan,240,0.08146929565223059,0.9917764768940258,-0.005463569048679561,0.18859593924317075,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,102,20,window,600,840,20.0,28.0,8.0,150.0,75.0,75.0,75.0,100.0,0.1663797483590165,nan,240,0.061162576568382844,0.7152989727775361,-0.0531438535302656,0.8235703013278054,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,15,window,450,690,15.0,23.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.6802448767087338,nan,240,0.04568519514086897,1.0140235320702744,0.032808335117241856,0.8815217300351768,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,20,window,600,840,20.0,28.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.5449065963801465,nan,240,0.019047898764691942,1.083720185589116,0.021233988564339758,0.8538720817912718,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,38,window,1140,1380,38.0,46.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.6365108303255733,nan,240,0.08205554531085865,1.228839757701544,-0.04324621841558396,0.8906137399666367,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,39,window,1170,1410,39.0,47.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.6132111852051274,nan,240,0.029163707389647745,1.1726066457305115,0.024951507244775965,0.8434919088766548,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,44,window,1320,1560,44.0,52.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.45959241364067877,nan,240,-0.011163809261691004,0.9845476162273852,0.010964247423445586,0.8275821530408407,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,46,window,1380,1620,46.0,54.0,8.0,142.5,67.5,75.0,75.0,111.11111111111111,0.6860847497929923,nan,240,-0.07434428003440341,0.852606700712144,0.0020732596009746806,0.84503124831894,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,503,37,window,1110,1350,37.0,45.0,8.0,127.5,52.5,75.0,75.0,142.85714285714286,0.0845485772634319,nan,240,0.06251275854252626,1.0967882836440157,-0.0003832333618357072,0.3334493671576025,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,702,18,window,540,780,18.0,26.0,8.0,60.0,135.0,-75.0,75.0,55.55555555555556,-0.10266940815739617,nan,240,0.08147479621885335,1.035707096784189,0.015091635831636181,0.7252804444855429,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,702,19,window,570,810,19.0,27.0,8.0,60.0,135.0,-75.0,75.0,55.55555555555556,-0.196446158467642,nan,240,0.15974669876011535,0.9550661178916265,0.0031568005764738673,0.7601157526758445,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,702,20,window,600,840,20.0,28.0,8.0,60.0,135.0,-75.0,75.0,55.55555555555556,-0.15928209632590515,nan,240,-0.058664290316389076,0.8613933606735338,0.023567930064754074,0.8449433569159129,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,703,10,window,300,540,10.0,18.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.07266409198446205,nan,240,0.03989677818799975,0.9931607993126723,0.004547258811800863,0.15399409344017334,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,703,14,window,420,660,14.0,22.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.3135540291929098,nan,240,0.16323930385323124,1.0032411343744687,0.01335754383452682,0.22751367915252163,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,703,24,window,720,960,24.0,32.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,0.16490636902660213,nan,240,0.13231797620842659,0.9523235603118768,0.023595478616422964,0.21603564476212567,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,703,42,window,1260,1500,42.0,50.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,0.15234707434595143,nan,240,-0.0660755140351242,1.0438215757951412,0.007073969135869652,0.31306285148640167,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,703,47,window,1410,1650,47.0,55.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,0.06672906467119007,nan,240,0.3482006664230569,0.9667534616036811,0.00910289974954538,0.1508583627047111,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,12,window,360,600,12.0,20.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.02506201088941785,nan,240,0.017468920645952683,0.9719208543881012,-0.00285926811504389,0.40746538209106975,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,13,window,390,630,13.0,21.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.038306847717042014,nan,240,-0.06238311140216946,0.9787911042944274,-0.007588998665277353,0.3228617058257353,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,15,window,450,690,15.0,23.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.10153383571089629,nan,240,0.01566698590564371,0.9844930414468248,-0.0024998245365003982,0.2998779547390089,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,17,window,510,750,17.0,25.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.024338623124908875,nan,240,-1.5333260619972608e-05,0.9687293601317576,0.0161565816962919,0.26431495124517984,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,704,18,window,540,780,18.0,26.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,0.016826488046857085,nan,240,-0.0263033829068717,0.9683510008961951,-0.0011114025970535449,0.21080668372353303,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,20,window,600,840,20.0,28.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,-0.13185052341972217,nan,240,-0.1815574794081199,0.9559077372088541,-0.004201531832867555,0.13957471436940075,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,24,window,720,960,24.0,32.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,-0.10946400681590421,nan,240,-0.04794492896006781,0.9720148055289913,-0.00021622323224576302,0.15770315733179258,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,27,window,810,1050,27.0,35.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,-0.07219234637364451,nan,240,0.03078370237713864,1.0017968932248367,0.016163433288502792,0.2184408213750025,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,49,window,1470,1710,49.0,57.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,0.07606661285302259,nan,240,-0.02912477422915692,1.022618723141652,-0.004235653331107588,0.20403958290686464,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,50,window,1500,1740,50.0,58.0,8.0,52.5,127.5,-75.0,75.0,58.82352941176471,-0.03781706607576398,nan,240,0.030825563835210415,1.0160542043477554,-0.0023626820141033887,0.30007589983807237,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,61,window,1830,2070,61.0,69.0,8.0,45.0,120.0,-75.0,75.0,62.5,0.24185465732841047,nan,240,-0.18414035502157428,1.00757065682848,0.011199717521548821,0.16490539900389029,7.5,sub_harmonic_third
UBFC_TO_PURE_CROSS,PURE,old,404,40,window,1200,1440,40.0,48.0,8.0,142.5,75.0,67.5,67.5,90.0,0.48480804393028215,nan,240,-0.027371163565836878,1.0730142192992516,-0.0357874094261683,0.8597783382919146,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,42,window,1260,1500,42.0,50.0,8.0,142.5,75.0,67.5,67.5,90.0,0.6727352141362566,nan,240,-0.05470788975297539,1.035373323492882,0.0011158854954850842,0.8141441144185901,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,404,43,window,1290,1530,43.0,51.0,8.0,142.5,75.0,67.5,67.5,90.0,0.5779500504637979,nan,240,0.012065800012243617,1.0420430411096369,-0.04191882291987063,0.7805241214060774,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,503,48,window,1440,1680,48.0,56.0,8.0,120.0,52.5,67.5,67.5,128.57142857142858,0.058885215117640874,nan,240,0.17943951528957697,1.125141107499169,-0.02543643338337148,0.46127658051290993,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,503,51,window,1530,1770,51.0,59.0,8.0,112.5,45.0,67.5,67.5,150.0,0.3914237239050277,nan,240,0.034614090729572784,1.0976590056408528,-0.00418050937839958,0.4074568452788334,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,503,54,window,1620,1860,54.0,62.0,8.0,112.5,45.0,67.5,67.5,150.0,0.41642822702490145,nan,240,-0.17488504400548285,1.0098588840724574,-0.011289498195602647,0.30782310895246395,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,504,35,window,1050,1290,35.0,43.0,8.0,120.0,52.5,67.5,67.5,128.57142857142858,-0.019103586520944536,nan,240,-0.004579755613018304,1.0320540608480055,0.023345050298289784,0.3961623166509592,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,504,36,window,1080,1320,36.0,44.0,8.0,120.0,52.5,67.5,67.5,128.57142857142858,0.28653568317116573,nan,240,0.043159373632825335,1.0133111732237834,0.006229878195511605,0.2503353567245442,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,604,10,window,300,540,10.0,18.0,8.0,135.0,67.5,67.5,67.5,100.0,0.4693055872989209,nan,240,0.04327519393285626,1.0999355971840776,0.01858714284397845,0.6098685304712079,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,604,38,window,1140,1380,38.0,46.0,8.0,142.5,75.0,67.5,67.5,90.0,0.05445856303302961,nan,240,0.04065955373492302,1.0358168710844304,0.0024168656443167937,0.33482251352142506,7.5,super_harmonic_2x
UBFC_TO_PURE_CROSS,PURE,old,702,36,window,1080,1320,36.0,44.0,8.0,75.0,142.5,-67.5,67.5,47.368421052631575,0.3093371699960877,nan,240,0.42308404059950583,1.0255547795064845,0.004705425438897353,0.816893234350057,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,703,21,window,630,870,21.0,29.0,8.0,60.0,127.5,-67.5,67.5,52.94117647058824,0.27005425367557007,nan,240,-0.10199108345128112,0.985264680372406,0.010349328192963525,0.22901194405516778,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,703,22,window,660,900,22.0,30.0,8.0,60.0,127.5,-67.5,67.5,52.94117647058824,0.30584358971400255,nan,240,0.02739274626996031,0.9799262028137621,0.017111732660144097,0.2667220898457656,7.5,sub_harmonic_half
UBFC_TO_PURE_CROSS,PURE,old,704,7,window,210,450,7.0,15.0,8.0,45.0,112.5,-67.5,67.5,60.0,0.25957098856768546,nan,240,0.039076646425117975,1.0031538858316094,0.014856444086950535,0.2449132027277015,7.5,large_error
UBFC_TO_PURE_CROSS,PURE,old,704,8,window,240,480,8.0,16.0,8.0,45.0,112.5,-67.5,67.5,60.0,0.19118978572563186,nan,240,-0.03143046549878324,1.0080228486425746,0.006256045140185667,0.15660473613277226,7.5,large_error
