run_name,dataset,protocol,recording_id,measurement_id,aggregation_unit,start_frame,end_frame,start_second,end_second,duration_seconds,predicted_hr_bpm,gt_hr_bpm,signed_error_bpm,absolute_error_bpm,absolute_percentage_error,waveform_pearson,snr_db,signal_samples,gt_signal_mean,gt_signal_std,prediction_signal_mean,prediction_signal_std,fft_bin_spacing_bpm,failure_type
UBFC_TO_PURE_CROSS,PURE,old,1001,25,window,750,990,25.0,33.0,8.0,82.5,90.0,-7.5,7.5,8.333333333333332,0.741447050562618,nan,240,0.021798152838358377,0.9982792020479613,0.0072372193276992736,0.9444688627725074,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1001,26,window,780,1020,26.0,34.0,8.0,82.5,90.0,-7.5,7.5,8.333333333333332,0.8222576788886489,nan,240,0.021585355518683753,0.9730543245215463,-0.008443715205922027,0.9449170786549647,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1001,27,window,810,1050,27.0,35.0,8.0,82.5,90.0,-7.5,7.5,8.333333333333332,0.8524520029929039,nan,240,-0.042212077487385494,0.985867144690667,-0.010364205111379615,0.924797158844088,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,14,window,420,660,14.0,22.0,8.0,97.5,105.0,-7.5,7.5,7.142857142857142,0.6497390141235612,nan,240,0.1430444384694277,1.289907245619455,0.001326842248473555,0.8937790816725893,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,20,window,600,840,20.0,28.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.7319252776643455,nan,240,-0.10544231752216643,1.2891196758737533,-0.016680217418891783,0.9180780634313539,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,21,window,630,870,21.0,29.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.7300853407289989,nan,240,-0.07341020974900066,1.2411347220010736,0.007861294813456167,0.8874040627283906,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,35,window,1050,1290,35.0,43.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.7744216427442391,nan,240,0.007132847665685419,0.7199270659017466,0.01887519503851502,0.9273016509708886,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,42,window,1260,1500,42.0,50.0,8.0,90.0,82.5,7.5,7.5,9.090909090909092,0.7879825610041514,nan,240,-0.02697150598443671,0.8401376962628313,-0.024339065529852433,0.943951446653378,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,44,window,1320,1560,44.0,52.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.709041743092452,nan,240,0.028302389403932246,0.8335824029247544,0.004270005183984279,0.877917543097259,7.5,one_bin
UBFC_TO_PURE_CROSS,PURE,old,1002,48,window,1440,1680,48.0,56.0,8.0,82.5,97.5,-15.0,15.0,15.384615384615385,0.6658873543091609,nan,240,-0.03981820665429343,0.7472468618189106,-0.02448392090951696,0.811830792134103,7.5,two_bins
