run_name,dataset,protocol,recording_id,measurement_id,aggregation_unit,start_frame,end_frame,start_second,end_second,duration_seconds,predicted_hr_bpm,gt_hr_bpm,signed_error_bpm,absolute_error_bpm,absolute_percentage_error,waveform_pearson,snr_db,signal_samples,gt_signal_mean,gt_signal_std,prediction_signal_mean,prediction_signal_std,fft_bin_spacing_bpm,failure_type
UBFC_INTRA,UBFC,old,subject48,15,window,450,690,15.0,23.0,8.0,45.0,90.0,-45.0,45.0,50.0,0.3139485102753958,nan,240,0.03041147033084702,1.024906273188601,0.0025764565277334246,0.7188209277758505,7.5,sub_harmonic_half
UBFC_INTRA,UBFC,old,subject41,0,window,0,240,0.0,8.0,8.0,82.5,105.0,-22.5,22.5,21.428571428571427,0.48861138474633425,nan,240,-0.35909622745541275,0.6977569050862482,-0.024998064156060727,0.8286876411866884,7.5,three_bins
UBFC_INTRA,UBFC,old,subject45,50,window,1500,1740,50.0,58.0,8.0,90.0,112.5,-22.5,22.5,20.0,0.7466764040137375,nan,240,0.11991164175241503,0.8374915345266792,-0.01490665841730553,0.9172112974441597,7.5,three_bins
UBFC_INTRA,UBFC,old,subject8,25,window,750,990,25.0,33.0,8.0,97.5,120.0,-22.5,22.5,18.75,0.7678943344432072,nan,240,-0.028339479617231704,1.120351608041736,-0.01738217024810739,0.916746014791653,7.5,three_bins
UBFC_INTRA,UBFC,old,subject41,7,window,210,450,7.0,15.0,8.0,90.0,105.0,-15.0,15.0,14.285714285714285,0.512105037882877,nan,240,-0.0338574415592026,0.7802399430982483,-0.007982671561275348,0.8861718822623146,7.5,two_bins
UBFC_INTRA,UBFC,old,subject41,54,window,1620,1860,54.0,62.0,8.0,90.0,105.0,-15.0,15.0,14.285714285714285,0.37493813771280304,nan,240,0.18428507934084054,1.2357542120514404,0.019891429581263064,0.9519004082619845,7.5,two_bins
UBFC_INTRA,UBFC,old,subject47,28,window,840,1080,28.0,36.0,8.0,120.0,105.0,15.0,15.0,14.285714285714285,0.792091177183641,nan,240,0.009600130165909104,0.9134840839075584,0.02822321935084519,0.8495906924373683,7.5,two_bins
UBFC_INTRA,UBFC,old,subject47,29,window,870,1110,29.0,37.0,8.0,120.0,105.0,15.0,15.0,14.285714285714285,0.7743903538346328,nan,240,0.0699012179186159,0.9311611222669532,0.04297967072581748,0.889019144807764,7.5,two_bins
UBFC_INTRA,UBFC,old,subject47,33,window,990,1230,33.0,41.0,8.0,120.0,105.0,15.0,15.0,14.285714285714285,0.727825813748359,nan,240,0.22962704168242212,1.0579039410353652,0.008156634287832611,0.9154679465624611,7.5,two_bins
UBFC_INTRA,UBFC,old,subject9,30,window,900,1140,30.0,38.0,8.0,127.5,112.5,15.0,15.0,13.333333333333334,0.6653694392276042,nan,240,0.09578196310746252,1.052668323564074,0.001173797119930057,0.8023701888092435,7.5,two_bins
