run_name,dataset,protocol,recording_id,measurement_id,aggregation_unit,start_frame,end_frame,start_second,end_second,duration_seconds,predicted_hr_bpm,gt_hr_bpm,signed_error_bpm,absolute_error_bpm,absolute_percentage_error,waveform_pearson,snr_db,signal_samples,gt_signal_mean,gt_signal_std,prediction_signal_mean,prediction_signal_std,fft_bin_spacing_bpm,failure_type
PURE_TO_UBFC_CROSS,UBFC,old,subject10,56,window,1680,1920,56.0,64.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.7904193676446707,nan,240,0.1711727484286437,1.0801430089451434,-0.007305576583422245,0.9047320727287184,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject11,0,window,0,240,0.0,8.0,8.0,112.5,120.0,-7.5,7.5,6.25,0.6566471524537858,nan,240,-0.0019954448838466715,1.0225568736434978,0.009829576677196535,0.9163687843030823,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject12,0,window,0,240,0.0,8.0,8.0,67.5,75.0,-7.5,7.5,10.0,0.6929318190405072,nan,240,-0.20236954750103772,0.8641204231152185,0.0019390113163607226,0.9123617619174849,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject12,2,window,60,300,2.0,10.0,8.0,75.0,67.5,7.5,7.5,11.11111111111111,0.803273897496977,nan,240,-0.10470449062409423,0.874156280369997,0.010219827305094202,0.9222877139451027,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,17,window,510,750,17.0,25.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.8027963955762673,nan,240,-0.012862213964797808,0.973204591680379,0.009987002587936238,0.9109102309508077,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,18,window,540,780,18.0,26.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.7809568044020587,nan,240,-0.08952004146126899,0.9653911680733488,0.014874784666507471,0.8766960057687545,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,27,window,810,1050,27.0,35.0,8.0,105.0,112.5,-7.5,7.5,6.666666666666667,0.7639760392375491,nan,240,0.08269014222195081,1.0010563976163565,0.011542732327038471,0.8907368261138527,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,30,window,900,1140,30.0,38.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.7509728373957252,nan,240,0.11057296851197689,1.0392247514930613,0.008418434670162631,0.8749505566846688,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,46,window,1380,1620,46.0,54.0,8.0,112.5,120.0,-7.5,7.5,6.25,0.7205937575434885,nan,240,0.09502821706753532,0.9944627233660648,-0.00503984558127247,0.8941689603608072,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject13,50,window,1500,1740,50.0,58.0,8.0,120.0,112.5,7.5,7.5,6.666666666666667,0.7267991921286204,nan,240,0.20799720059501467,0.9989617919663567,0.011673491373819856,0.8928053258958034,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,0,window,0,240,0.0,8.0,8.0,105.0,67.5,37.5,37.5,55.55555555555556,0.6731870934522566,nan,240,-0.20069215193610687,0.8691778201467808,0.026161749365364764,0.8624761875827938,7.5,super_harmonic_1p5x
PURE_TO_UBFC_CROSS,UBFC,old,subject14,4,window,120,360,4.0,12.0,8.0,82.5,75.0,7.5,7.5,10.0,0.646555007753049,nan,240,-0.1163642912982705,0.9411882251959997,0.01312791943711405,0.9111788007156479,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,24,window,720,960,24.0,32.0,8.0,67.5,82.5,-15.0,15.0,18.181818181818183,0.8153411435788874,nan,240,0.06438899291838439,0.9548847174719163,-0.018828440168055807,0.9514107532113191,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject14,29,window,870,1110,29.0,37.0,8.0,97.5,90.0,7.5,7.5,8.333333333333332,0.7840849350080772,nan,240,0.1723025687528277,0.9618514715257661,0.032450649282308126,0.9261640706608254,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,30,window,900,1140,30.0,38.0,8.0,75.0,90.0,-15.0,15.0,16.666666666666664,0.7368762349768561,nan,240,0.034668014625645546,0.9935845491821014,-0.008389118713174196,0.9145437679114795,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject14,36,window,1080,1320,36.0,44.0,8.0,82.5,75.0,7.5,7.5,10.0,0.7902145674221006,nan,240,0.10304162347302138,1.0568398074718957,-0.000531574272883678,0.844094319022076,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,39,window,1170,1410,39.0,47.0,8.0,82.5,67.5,15.0,15.0,22.22222222222222,0.8226139919148995,nan,240,0.1025016142685218,1.087144775758008,0.0025856606347451944,0.9436814384173202,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject14,44,window,1320,1560,44.0,52.0,8.0,60.0,67.5,-7.5,7.5,11.11111111111111,0.6854195165946095,nan,240,-0.14515859836132736,1.136085398422998,-0.013893635717444371,0.9306925407474717,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,45,window,1350,1590,45.0,53.0,8.0,60.0,67.5,-7.5,7.5,11.11111111111111,0.5583578131892464,nan,240,-0.2886594719140155,1.1462118002623631,-0.010789923316987316,0.9250036694556252,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,46,window,1380,1620,46.0,54.0,8.0,60.0,67.5,-7.5,7.5,11.11111111111111,0.5551273026681248,nan,240,-0.3611049359563543,1.1441471054779302,0.007134577749477606,0.9125888419219221,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,50,window,1500,1740,50.0,58.0,8.0,67.5,75.0,-7.5,7.5,10.0,0.5837091709127796,nan,240,-0.5699849984079943,0.9591923728879114,-0.0005151349855717376,0.9322448612620673,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject14,54,window,1620,1860,54.0,62.0,8.0,82.5,67.5,15.0,15.0,22.22222222222222,0.6325794860417948,nan,240,0.13263683464135798,0.9544220299374528,-0.022748075923700463,0.8925898077342278,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject14,55,window,1650,1890,55.0,63.0,8.0,82.5,67.5,15.0,15.0,22.22222222222222,0.658444134272592,nan,240,0.22130835730247764,0.9423038600959841,-0.002363863078955832,0.8877222108202637,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject16,11,window,330,570,11.0,19.0,8.0,90.0,97.5,-7.5,7.5,7.6923076923076925,0.82462768325357,nan,240,-0.08526691324999962,1.2452614604739907,-0.02778530863839648,0.9266911300854499,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject16,31,window,930,1170,31.0,39.0,8.0,97.5,90.0,7.5,7.5,8.333333333333332,0.8058517700784747,nan,240,0.03909703893149785,0.8069506559259043,-0.016996228041772178,0.899306873118632,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject16,43,window,1290,1530,43.0,51.0,8.0,97.5,90.0,7.5,7.5,8.333333333333332,0.788393857872245,nan,240,0.09698506304334338,0.8952590461606926,0.021476931923883908,0.9123072300047079,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject17,24,window,720,960,24.0,32.0,8.0,97.5,90.0,7.5,7.5,8.333333333333332,0.5239225528156537,nan,240,0.13608506809374427,0.984963485604409,-0.03143790603871537,0.9006755834020661,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject17,44,window,1320,1560,44.0,52.0,8.0,90.0,82.5,7.5,7.5,9.090909090909092,0.7654063809220423,nan,240,-0.07705937687480797,1.1224148513212233,0.0273544774242663,0.9202054421735949,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,5,window,150,390,5.0,13.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.7447321093286219,nan,240,-0.11787418595688234,0.8447625195357852,-0.017116114896359134,0.9063489578551883,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,6,window,180,420,6.0,14.0,8.0,105.0,112.5,-7.5,7.5,6.666666666666667,0.7645891219291991,nan,240,-0.135275792723653,0.8447746431349651,-0.008033587577595919,0.8873969864051594,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,17,window,510,750,17.0,25.0,8.0,120.0,112.5,7.5,7.5,6.666666666666667,0.6707965517691081,nan,240,0.1625806417682956,1.0907348071676568,0.017100283566546654,0.9043684559135977,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,21,window,630,870,21.0,29.0,8.0,120.0,127.5,-7.5,7.5,5.88235294117647,0.6662019345388256,nan,240,0.038483759734670345,1.1501005899924348,-0.033480045865573224,0.8887652219178994,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,35,window,1050,1290,35.0,43.0,8.0,120.0,127.5,-7.5,7.5,5.88235294117647,0.7788081287073638,nan,240,-0.0044399882794158374,0.8529365608126812,-0.009739648905755731,0.8673206424351521,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,46,window,1380,1620,46.0,54.0,8.0,127.5,135.0,-7.5,7.5,5.555555555555555,0.5721004144227873,nan,240,0.09036386513662027,1.060432366606662,0.014577118541124577,0.9034637160218798,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject18,47,window,1410,1650,47.0,55.0,8.0,135.0,127.5,7.5,7.5,5.88235294117647,0.6821645905420363,nan,240,-0.02127235994355283,1.0180575002828236,-0.008409996557155625,0.8897948138465908,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject1,2,window,60,300,2.0,10.0,8.0,105.0,97.5,7.5,7.5,7.6923076923076925,0.5411973478693526,nan,240,-0.1103116289816608,0.955855873516579,0.03254640567533453,0.9028065473618531,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject1,6,window,180,420,6.0,14.0,8.0,105.0,112.5,-7.5,7.5,6.666666666666667,0.4697233357512518,nan,240,-0.0426077308769459,1.0079123236680467,0.005819854297531361,0.8848763550223174,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject1,7,window,210,450,7.0,15.0,8.0,97.5,112.5,-15.0,15.0,13.333333333333334,0.4579268890200136,nan,240,0.10473642945671893,0.984097960005057,0.00854309247881903,0.8915350495968187,7.5,two_bins
PURE_TO_UBFC_CROSS,UBFC,old,subject1,10,window,300,540,10.0,18.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.4916925661687381,nan,240,0.08972969485449242,0.950448585789581,-0.011372651154971655,0.8757614455817279,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject1,21,window,630,870,21.0,29.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.3667719187545156,nan,240,0.3057864386188199,0.9710593704500318,0.005300776984872886,0.8758648150262375,7.5,one_bin
PURE_TO_UBFC_CROSS,UBFC,old,subject1,31,window,930,1170,31.0,39.0,8.0,112.5,105.0,7.5,7.5,7.142857142857142,0.5741844178121522,nan,240,-0.15689237573042222,1.0040790109458089,0.010037982662586454,0.8920663706194664,7.5,one_bin
